

times in msec
 clock   self+sourced   self:  sourced script
 clock   elapsed:              other lines
382.442  000.627  000.627: sourcing /home/ewell/.local/share/nvim/site/pack/packer/start/nvim-treesitter/plugin/nvim-treesitter.lua
382.674  000.042  000.042: sourcing /home/ewell/.local/share/nvim/site/pack/packer/start/nvim-treesitter-context/plugin/treesitter-context.vim
383.212  000.347  000.347: require('nvim-treesitter-textobjects')
384.634  000.287  000.287: require('nvim-treesitter.textobjects.shared')
384.643  000.964  000.677: require('nvim-treesitter.textobjects.select')
385.026  000.187  000.187: require('nvim-treesitter.textobjects.attach')
385.034  000.350  000.162: require('nvim-treesitter.textobjects.move')
385.246  000.130  000.130: require('nvim-treesitter.textobjects.swap')
385.602  000.252  000.252: require('nvim-treesitter.textobjects.lsp_interop')
385.635  002.816  000.773: sourcing /home/ewell/.local/share/nvim/site/pack/packer/start/nvim-treesitter-textobjects/plugin/nvim-treesitter-textobjects.vim
386.268  000.297  000.297: require('rainbow')
386.426  000.488  000.191: sourcing /home/ewell/.local/share/nvim/site/pack/packer/start/nvim-ts-rainbow/plugin/rainbow.vim
386.652  000.066  000.066: sourcing /home/ewell/.local/share/nvim/site/pack/packer/start/nvim-web-devicons/plugin/nvim-web-devicons.vim
386.847  000.061  000.061: sourcing /home/ewell/.local/share/nvim/site/pack/packer/start/plenary.nvim/plugin/plenary.vim
387.718  000.322  000.322: sourcing /home/ewell/.local/share/nvim/site/pack/packer/start/targets.vim/plugin/targets.vim
388.313  000.325  000.325: sourcing /home/ewell/.local/share/nvim/site/pack/packer/start/telescope.nvim/plugin/telescope.lua
388.807  000.312  000.312: sourcing /home/ewell/.local/share/nvim/site/pack/packer/start/vim-templates/plugin/templates.vim
390.354  000.757  000.757: sourcing /home/ewell/.local/share/nvim/site/pack/packer/start/vim-textobj-user/autoload/textobj/user.vim
393.140  004.017  003.260: sourcing /home/ewell/.local/share/nvim/site/pack/packer/start/vim-textobj-entire/plugin/textobj/entire.vim
393.346  005.036: loading packages
394.711  000.077  000.077: require('cmp_buffer.timer')
394.718  000.437  000.360: require('cmp_buffer.buffer')
394.721  000.621  000.184: require('cmp_buffer.source')
394.723  000.803  000.181: require('cmp_buffer')
394.751  000.893  000.090: sourcing /home/ewell/.local/share/nvim/site/pack/packer/start/cmp-buffer/after/plugin/cmp_buffer.lua
395.213  000.372  000.372: require('cmp_cmdline')
395.234  000.431  000.058: sourcing /home/ewell/.local/share/nvim/site/pack/packer/start/cmp-cmdline/after/plugin/cmp_cmdline.lua
395.382  000.096  000.096: sourcing /home/ewell/.local/share/nvim/site/pack/packer/start/cmp-nvim-lsp/after/plugin/cmp_nvim_lsp.lua
395.752  000.285  000.285: require('cmp_path')
395.772  000.342  000.056: sourcing /home/ewell/.local/share/nvim/site/pack/packer/start/cmp-path/after/plugin/cmp_path.lua
396.204  000.281  000.281: require('cmp_luasnip')
396.246  000.385  000.104: sourcing /home/ewell/.local/share/nvim/site/pack/packer/start/cmp_luasnip/after/plugin/cmp_luasnip.lua
396.260  000.768: loading after plugins
396.277  000.017: inits 3
398.534  002.256: reading ShaDa
399.278  000.366  000.366: require('packer.load')
399.722  000.165  000.165: sourcing /home/ewell/.local/share/nvim/site/pack/packer/opt/which-key.nvim/plugin/which-key.vim
402.903  000.241  000.241: require('which-key.util')
402.910  000.473  000.232: require('which-key.tree')
403.098  000.186  000.186: require('which-key.config')
403.107  001.145  000.486: require('which-key.keys')
403.111  001.663  000.519: require('which-key')
403.216  003.351  001.688: require('modules.tools.whichkey')
403.677  000.142  000.142: require('modules.ui.winbar')
403.982  000.226  000.226: require('luasnip.loaders.from_snipmate')
404.123  001.339: opening buffers
404.400  000.277: BufEnter autocommands
404.404  000.004: editing files in windows
410.675  000.373  000.373: require('nvim-treesitter.highlight')
412.017  000.653  000.653: require('nvim-treesitter.indent')
413.249  000.847  000.847: require('rainbow.internal')
414.654  000.159  000.159: require('dashboard.preview')
414.661  000.525  000.366: require('dashboard.events')
414.996  000.272  000.272: require('which-key.plugins')
415.204  000.202  000.202: require('which-key.plugins.registers')
415.552  000.342  000.342: require('which-key.mappings')
418.103  000.232  000.232: require('which-key.plugins.spelling')
418.679  000.375  000.375: require('which-key.plugins.marks')
419.690  000.312  000.312: require('which-key.plugins.presets')
419.858  000.163  000.163: require('which-key.plugins.presets.misc')
419.998  000.133  000.133: require('which-key.colors')
440.971  032.138: VimEnter autocommands
440.980  000.009: UIEnter autocommands
440.982  000.002: before starting main loop
442.099  001.117: first screen update
442.102  000.003: --- NVIM STARTED ---
